ligand,receptor
Actr2,Lrp2
Lep,Lrp2
Kdr,Sema6d
Cxcl8,Kdr
Col18a1,Kdr
Wnt5a,Mcam
Lama1,Gpc1
Cripto,Gpc1
Bmp2,Gpc1
Nrg1,Gpc1
App,Gpc1
Serpinc1,Gpc1
Col18a1,Gpc1
Shh,Gpc1
Vegfa,Gpc1
Il18,Il1rl2
Il18,Il18rap
Cntnap1,Rtn4
Rtn4,Cntnap1
Vegfc,Itga9
Adam2,Itga9
Plg,Itga9
F13a1,Itga9
Vegfd,Itga9
Adam12,Itga9
Cxcl3,Adra2a
Tgm2,Itga9
Vegfa,Itga9
Csf2,Itga9
Adam15,Itga9
Fn1,Itga9
Calm1,Cacna1c
Nppc,Npr3
Nppb,Npr3
Vip,Npr3
Nppa,Npr3
Agt,Enpep
Sema3d,Nrp1
Sema3e,Nrp1
Cntn2,Nrp1
Afdn,Nrxn2
Camp,Igf1r
Calm2,Cacna1c
Ncam1,Cacna1c
Rims1,Cacna1c
Hsp90b1,Asgr1
Calm3,Cacna1c
Wnt3a,Lgr5
Nrg3,Erbb3
Areg,Erbb3
Erbb3,Areg
Ccl5,Adra2a
Tgfa,Erbb3
Scgb1a1,Lmbr1l
Gpc3,Igf1r
Gnai2,Igf1r
Cxcl11,Adra2a
Hp,Asgr1
S100a4,Erbb2
Nrg3,Erbb2
Erbb2,Sema4d
Sema4d,Erbb2
Hla-a,Erbb2
Erbb2,Hla-a
Ifna5,Ifnar1
Nrg4,Erbb2
Hsp90b1,Erbb2
L1cam,Erbb2
Nrg2,Erbb2
Hsp90aa1,Erbb2
Btc,Erbb2
Ifna16,Ifnar1
Ifna14,Ifnar1
Ifna4,Ifnar1
Ifna6,Ifnar1
Ifna10,Ifnar1
Ifna8,Ifnar1
Mmp9,Ifnar1
Ifna21,Ifnar1
Bcan,Egfr
Ifna2,Ifnar1
Tnf,Celsr2
Cxcl9,Fcgr2a
Ptpn11,Fcrl4
Ptpn6,Fcrl4
Tff1,Fcrl4
Calm1,Pth2r
Nrtn,Gfra3
Gdnf,Gfra3
Gnai2,Adra2a
S100a4,Egfr
Zp3,Egfr
Nrg1,Egfr
Fgf1,Egfr
Nrg4,Egfr
L1cam,Egfr
Fgl1,Egfr
Fgf13,Egfr
Adra2a,Gnai2
Agt,Adra2a
Hsp90aa1,Egfr
Camp,Egfr
Cntf,Egfr
Ccn2,Egfr
Lrig2,Egfr
Vegfa,Egfr
Calm1,Htr2c
Faslg,Tnfrsf10b
Ntf3,Ntrk2
Tnf,Notch1
Wnt4,Notch1
Ntng2,Lrrc4c
Spint1,St14
Pdyn,Adra2a
Cxcl12,Adra2a
Apln,Adra2a
Sst,Adra2a
Insl5,Adra2a
Npy,Adra2a
Ccl25,Adra2a
Pomc,Adra2a
Saa1,Adra2a
Cxcl8,Adra2a
Pyy,Adra2a
Ccl16,Adra2a
Cxcl2,Adra2a
Cxcl13,Adra2a
Cxcl10,Adra2a
Ppbp,Adra2a
Pmch,Adra2a
Cxcl5,Adra2a
Ccl19,Adra2a
Pnoc,Adra2a
App,Adra2a
Cxcl1,Adra2a
Npb,Adra2a
Ppy,Adra2a
Cxcl9,Adra2a
Cxcl16,Adra2a
Ccl20,Adra2a
Npw,Adra2a
Penk,Adra2a
Ccl28,Adra2a
Rln3,Adra2a
Pf4,Adra2a
Cort,Adra2a
Anxa1,Adra2a
Npy,Mtnr1a
Pdgfc,Flt1
Vegfc,Flt1
Plg,Flt1
Vegfd,Flt1
Sorbs1,Itga1
Lama2,Itga1
Lama1,Itga1
Vegfd,Itga1
Matn1,Itga1
Fbn1,Itgb6
Fn1,Itgb6
Sftpd,Ly96
Bgn,Ly96
Gnas,Adcy8
Il16,Ccr5
Gnai2,Adcy8
Calm3,Adcy8
Wnt4,Fzd1
Ccl25,Mtnr1a
B2m,Cd1a
Il24,Il10rb
Ucn3,Il10rb
Penk,Ogfr
Pip,Nptn
Ghrl,Ptgir
S100a4,Ccr5
Pomc,Mtnr1a
Mdk,Gpc2
Fgf21,Fgfr4
Fgf3,Fgfr4
Fgf14,Fgfr4
Fgf11,Fgfr4
Fgf13,Fgfr4
Fgf12,Fgfr4
Plau,Itga5
Spp1,Itga5
Ccn1,Itga5
Adam15,Itga5
Fga,Itga5
Vegfd,Itga5
Angpt1,Itga5
Col18a1,Itga5
Adam17,Itga5
Angptl3,Itga5
Gnai2,Adcy9
Gnai2,Lhcgr
Gnas,Lhcgr
Gnai2,Cxcr1
Cxcl3,Cxcr1
Cxcl2,Cxcr1
Sorbs1,Itgb5
Il17a,Il17rc
Fn1,Il17rc
Ccl18,Ccr1
Plau,Itgb5
Edil3,Itgb5
Vip,Avpr1a
Spp1,Itgb5
Col4a2,Itgb5
Ccn1,Itgb5
Adam9,Itgb5
Col18a1,Itgb5
Ltbp3,Itgb5
Ltbp1,Itgb5
Lama2,Itga2
Lama1,Itga2
Lamc3,Itga2
Vegfd,Itga2
Mmp1,Itga2
Hspg2,Itga2
Lamb3,Itga2
Chad,Itga2
Saa1,Mtnr1a
Fn1,Itga2
Hla-c,Cd3d
Plg,F2rl1
Nucb2,Erap1
Tnfsf13,Tnfrsf11b
Fn1,Tnfrsf11b
Rims1,Slc18a2
Cxcl12,Avpr1a
Fat4,Dchs1
Dchs1,Fat4
Galp,Galr1
Adm,Gpr182
B2m,Cd3d
Hla-a,Cd3d
Hla-b,Cd3d
C4a,C3ar1
Pdyn,Mtnr1a
Agt,Mtnr1a
Cxcl12,Mtnr1a
Ccl5,Mtnr1a
Cxcl11,Mtnr1a
Nms,Mtnr1a
Apln,Mtnr1a
Spp1,Ptger4
Calr,Mtnr1a
Cxcl8,Mtnr1a
Pyy,Mtnr1a
Ccl16,Mtnr1a
Cxcl2,Mtnr1a
Cxcl10,Mtnr1a
Pmch,Mtnr1a
Ccl19,Mtnr1a
Cxcl1,Mtnr1a
Npb,Mtnr1a
Ppy,Mtnr1a
Cxcl9,Mtnr1a
Ccl20,Mtnr1a
Npw,Mtnr1a
Penk,Mtnr1a
Ccl28,Mtnr1a
Rln3,Mtnr1a
Cort,Mtnr1a
Anxa1,Mtnr1a
Tac4,Tacr3
Tac4,Tacr1
Ahsg,Insr
Gip,Insr
F2,Gp9
Fn1,Robo4
Ghrh,Adrb2
Avp,Adrb2
Pthlh,Adrb2
Tf,Adrb2
Pomc,Adrb2
Rln2,Adrb2
Hspa8,Adrb2
Adcyap1,Adrb2
Calca,Adrb2
Adm,Adrb2
Cga,Adrb2
Gcg,Adrb2
Vip,Adrb2
Adm2,Adrb2
Nps,Adrb2
Fshb,Adrb2
Calcb,Adrb2
Actr2,Adrb2
Rln3,Adrb2
Gip,Adrb2
Insl3,Adrb2
Gnai2,S1pr1
Pdgfb,S1pr1
S100a9,Alcam
Calm1,Grm5
Tslp,Il7r
Avp,Pth1r
Gnai2,Chrm1
Chrm1,Gnai2
Lama3,Sdc2
Lama1,Sdc2
Hras,Sdc2
Serpinc1,Sdc2
Fn1,Sdc2
Gnai2,P2ry12
Lgals9,Mrc2
Cer1,Mrc2
Npy,Npffr2
Calm1,Gp6
Crisp2,Catsper1
Shbg,Gprc6a
Cxcl2,Xcr1
Calm1,Aqp1
C4b,Cd46
2,Cd46
B2m,Lilrb1
Ins,Lilrb1
Sema4d,Met
Sema5a,Met
Tnf,Icos
Cd55,Adgre2
Ghrh,Ghrhr
Ghrl,Ghrhr
Ghrh,Pth1r
Pomc,Pth1r
Rln2,Pth1r
Adcyap1,Pth1r
Calca,Pth1r
Adm,Pth1r
Cga,Pth1r
Gcg,Pth1r
Vip,Pth1r
Adm2,Pth1r
Nps,Pth1r
Fshb,Pth1r
Calcb,Pth1r
Rln3,Pth1r
Gip,Pth1r
Insl3,Pth1r
Pdx1,Slc2a2
Ccl4,Ccr8
Avp,Vipr1
Pthlh,Vipr1
Pomc,Vipr1
Rln2,Vipr1
Calca,Vipr1
Adm,Vipr1
Cga,Vipr1
Gcg,Vipr1
Adm2,Vipr1
Gnas,Vipr1
Rln3,Vipr1
Nps,Vipr1
Fshb,Vipr1
Calm1,Vipr1
Calcb,Vipr1
Gip,Vipr1
Insl3,Vipr1
Ghrl,Gpr39
Calm1,Cnga2
Rln2,Rxfp3
F11,Gp1ba
Apod,Lepr
Rtn4,Rtn4rl1
Dkk3,Kremen1
Obp2a,Or1g1
Ccl25,Ccr10
Ccl7,Ccr10
Il6,F3
Ppy,Npy2r
Cxcl12,Ccr4
Ccl3,Ccr4
Ptgs2,Ptgdr2
Fam3c,Lamp1
Amelx,Lamp1
F7,F3
Ptn,Ptprb
B2m,Kir2dl1
Hla-a,Kir2dl1
Bmp5,Hjv
Rgma,Hjv
Bmp2,Hjv
Il22,Il21r
Nrg1,Ms4a4a
Ccn1,Cav1
Ptgs2,Cav1
Mmp12,Plaur
Fn1,Plaur
Bmp8b,Plaur
Wnt5b,Klrg2
Fgf14,Fgfr3
Fgf12,Fgfr3
Lefty2,Acvr2b
Nrg1,Adgrl1
Cxcl9,Kir2dl3
Lamb3,Col17a1
Nppa,Npr2
Tnf,Tradd
B2m,Kir2dl3
Hla-a,Kir2dl3
Hla-b,Kir2dl3
Cd5l,Cd5
Ghrh,Adrb3
Avp,Adrb3
Pthlh,Adrb3
Pomc,Adrb3
Rln2,Adrb3
Adcyap1,Adrb3
Adm,Adrb3
Cga,Adrb3
Gcg,Adrb3
Vip,Adrb3
Adm2,Adrb3
Nps,Adrb3
Fshb,Adrb3
Calcb,Adrb3
Rln3,Adrb3
Gip,Adrb3
Insl3,Adrb3
Pomc,Grm7
Ifna16,Ifnar2
Ifna14,Ifnar2
Ifna4,Ifnar2
Ifna5,Ifnar2
Ifna6,Ifnar2
Ifna10,Ifnar2
Ifna8,Ifnar2
Ifna21,Ifnar2
Ifna2,Ifnar2
Mdk,Sdc3
Shbg,Slc37a1
Saa1,Grm7
Calm1,Kcnq5
Lama2,Rpsa
Lama1,Rpsa
Lamb2,Rpsa
F8,Asgr2
Pyy,Grm7
Hp,Asgr2
Edn2,Kel
Edn1,Kel
Ncam1,Gfra1
Ptpn6,Clec12a
Ccl16,Grm7
Vegfa,Ret
Tnf,Fas
Calm1,Fas
Piga,Pigr
Cxcl2,Grm7
Plau,Igf2r
Tnf,Ptprs
Pdyn,Grm7
Agt,Grm7
Cxcl12,Grm7
Ccl5,Grm7
Nms,Grm7
Apln,Grm7
Npy,Grm7
Ccl25,Grm7
Tnfsf13b,Tfrc
Cxcl1,Grm7
Ppy,Grm7
Cxcl9,Grm7
Ccl20,Grm7
Ccl28,Grm7
Rln3,Grm7
Cort,Grm7
Anxa1,Grm7
Mbl2,Calcr
Gsto1,Ryr1
Tfrc,Tf
Tf,Tfrc
B2m,Tfrc
Cxcl2,Dpp4
Gcg,Dpp4
Cxcl9,Dpp4
Nppb,Dpp4
Dpp4,Cxcl12
Cxcl12,Dpp4
Npy,Dpp4
Vip,Dpp4
Ada,Dpp4
Mmp9,Tlr9
Hras,Tlr9
Tlr9,Hras
Ppy,Npy1r
B2m,Cd247
Col4a6,Cd47
Lgals9,Cd47
Col4a4,Cd47
Col4a3,Cd47
Col4a1,Cd47
Cd55,Cr1
C4a,Cr1
C4b,Cr1
2,Cr1
C1qa,Cr1
Gnas,Adora1
Afdn,Nectin4
Afdn,F11r
Calcb,Gpr20
Ccl8,Ackr1
B2m,Cd1b
Psap,Cd1b
Nppc,Npr1
Ceacam16,Tectb
Edn1,Adgrl4
Mdk,Tspan1
Gdf9,Bmpr1a
Tnfsf13b,Cd40
Ltb,Cd40
Angptl2,Tie1
Ntf4,Bex3
Bdnf,Bex3
Rims1,Slc18a3
Cxcl12,Sdc4
Lama1,Sdc4
Efna4,Epha10
Bmp7,Eng
Bmp2,Eng
Ccn1,Tlr4
Hspa1a,Tlr4
Colq,Musk
Adipoq,Cnr2
Ccl4,Cnr2
Rgma,Bmpr2
Psap,Ar
Hla-c,Notch4
Gdnf,Ednrb
Adcyap1,Gpr20
Adm,Gpr20
Pomc,Gpr20
Cga,Gpr20
Gcg,Gpr20
Rln2,Gpr20
Avp,Gpr20
Rln3,Gpr20
Adm2,Gpr20
Pthlh,Gpr20
Nps,Gpr20
Fshb,Gpr20
Insl3,Gpr20
Npnt,Itga8
Nrg1,Lgr4
Tnfsf11,Lgr4
Mepe,Phex
Col8a2,Slc4a11
Sptbn2,Ptpra
Ncam1,Ptpra
Irak4,Tlr7
Mdk,Sdc1
Slit2,Sdc1
B2m,Klrc2
B2m,Klrd1
Hla-b,Klrd1
Klrd1,Hla-b
Apoc1,Vldlr
Apoc4,Vldlr
Hla-g,Kir3dl1
B2m,Kir3dl1
B2m,Lilrb2
Hla-a,Lilrb2
Ins,Lilrb2
Hla-b,Lilrb2
Ceacam16,Tecta
Mdk,Ptprz1
Tnf,Vsir
Vegfc,Itgb1
Lama2,Itgb1
Lamb2,Itgb1
Npnt,Itgb1
Dspp,Itgb1
Mdk,Itgb1
Adam9,Itgb1
Chad,Itgb1
Angpt1,Itgb1
Vegfa,Itgb1
Mdk,Itga4
Il6,Hrh1
Ccn1,Itgb2
Spon2,Itgb2
Tnf,Trpm2
Fgf1,Fgfrl1
Vegfa,Sirpa
Ifne,Adgrv1
Cga,Fshr
Fshb,Fshr
Lama2,Itga6
Adam9,Itga6
Slit2,Dcc
Irak4,Tlr6
Fgf12,Fgfr1
Prg4,Cd44
Fgf1,Cd44
Vim,Cd44
Rgma,Bmpr1b
Vegfc,Ccbe1
Fgf21,Fgfr2
Ncam1,Fgfr2
Fgf12,Fgfr2
Cxcl17,Gpr35
B2m,Hfe
Rgma,Hfe
Ncam1,Robo1
Slit2,Robo1
Rgma,Tfr2
Nodal,Cfc1
B2m,Cd3g
B2m,Klrc1
Pthlh,Tshr
Adcyap1,Tshr
Ccl3,Ccr3
Ccl4,Ccr3
Spon2,Itgam
Adcyap1,Gpr84
Cga,Gpr84
Vegfa,Itgb3
Vegfa,Grin2b
Igf1,Itgav
Igf1,Itgb3
Igf1,Itga6
Igf1,Itgb4
Cxcl5,Ackr1
Ccl7,Ackr1
Ptn,Sdc3
Enho,Gpr19
Entpd1,Adora1
Entpd1,Adora2a
Entpd1,Adora2b
Lck,Cd8a
Lck,Cd8b
Nectin3,Nectin1
Hla-e,Klrk1
Hla-e,Klrc3
Nectin1,Nectin4
Nectin1,Nectin3
Nectin2,Nectin3
Nectin3,Nectin2
Plxnb2,Sema4g
Sema4g,Plxnb2
Sema6d,Tyrobp
Sema6b,Plxna2
Gja1,Gja5
Gjc1,Gja5
Gja3,Gja5
Gjc1,Gja1
Gja3,Gja1
Gja3,Gjc1
Chat,Chrna1
Chat,Chrnb1
Chat,Chrnd
Chat,Chrne
Slc10a4,Chrna1
Slc10a4,Chrnb1
Slc10a4,Chrnd
Slc10a4,Chrne
Chat,Chrng
Slc10a4,Chrng
Chat,Chrna3
Chat,Chrnb4
Slc10a4,Chrna3
Slc10a4,Chrnb4
Chat,Chrna4
Chat,Chrnb2
Slc10a4,Chrna4
Slc10a4,Chrnb2
Slc18a3,Chrna1
Slc18a3,Chrnb1
Slc18a3,Chrnd
Slc18a3,Chrne
Slc18a3,Chrng
Slc18a3,Chrna3
Slc18a3,Chrnb4
Slc18a3,Chrna4
Slc18a3,Chrnb2
Slc5a7,Chrna1
Slc5a7,Chrnb1
Slc5a7,Chrnd
Slc5a7,Chrne
Slc5a7,Chrng
Slc5a7,Chrna4
Slc5a7,Chrnb2
Gad1,Gabra1
Gad1,Gabrb3
Gad1,Gabrg2
Slc32a1,Gabra1
Slc32a1,Gabrb3
Slc32a1,Gabrg2
Gad1,Gabrb2
Slc32a1,Gabrb2
Gad1,Gabrd
Slc32a1,Gabrd
Gad1,Gabra2
Slc32a1,Gabra2
Gad1,Gabra3
Slc32a1,Gabra3
Gad1,Gabrq
Slc32a1,Gabrq
Gad1,Gabre
Slc32a1,Gabre
Gad1,Gabra4
Slc32a1,Gabra4
Gad1,Gabra5
Slc32a1,Gabra5
Gad1,Gabra6
Slc32a1,Gabra6
Slc6a1,Gabra1
Slc6a1,Gabrb3
Slc6a1,Gabrg2
Slc6a1,Gabrb2
Slc6a1,Gabrd
Slc6a1,Gabra2
Slc6a1,Gabra3
Slc6a1,Gabrq
Slc6a1,Gabre
Slc6a1,Gabra4
Slc6a1,Gabra5
Slc6a1,Gabra6
Slc6a11,Gabra1
Slc6a11,Gabrb3
Slc6a11,Gabrg2
Slc6a11,Gabrb2
Slc6a11,Gabrd
Slc6a11,Gabra2
Slc6a11,Gabra3
Slc6a11,Gabrq
Slc6a11,Gabre
Slc6a11,Gabra4
Slc6a11,Gabra5
Slc6a11,Gabra6
Tax1bp3,Adgrb1
Slc6a12,Gabra1
Slc6a12,Gabrb3
Slc6a12,Gabrg2
Slc6a12,Gabrb2
Slc6a12,Gabrd
Slc6a12,Gabra2
Slc6a12,Gabra3
Slc6a12,Gabrq
Slc6a12,Gabre
Slc6a12,Gabra4
Slc6a12,Gabra5
Slc6a12,Gabra6
Slc6a13,Gabra1
Slc6a13,Gabrb3
Slc6a13,Gabrg2
Thy1,Adgre2
Slc6a13,Gabrb2
Slc6a13,Gabrd
Slc6a13,Gabra2
Slc6a13,Gabra3
Slc6a13,Gabrq
Slc6a13,Gabre
Slc6a13,Gabra4
Slc6a13,Gabra5
Slc6a13,Gabra6
Slc6a6,Gabra1
Slc6a6,Gabrb3
Slc6a6,Gabrg2
Slc6a6,Gabrb2
Slc6a6,Gabrd
Slc6a6,Gabra2
Slc6a6,Gabra3
Slc6a6,Gabrq
Slc6a6,Gabre
Slc6a6,Gabra4
Itgav,Adgre2
Itgb1,Adgre2
Slc6a6,Gabra5
Slc6a6,Gabra6
Slc6a8,Gabra1
Slc6a8,Gabrb3
Slc6a8,Gabrg2
Slc6a8,Gabrb2
Slc6a8,Gabrd
Slc6a8,Gabra2
Slc6a8,Gabra3
Slc6a8,Gabrq
Slc6a8,Gabre
Slc6a8,Gabra4
Slc6a8,Gabra5
Slc6a8,Gabra6
Itgb3,Adgre2
Gad2,Gabra1
Gad2,Gabrb3
Gad2,Gabrg2
Gad2,Gabrb2
Gad2,Gabrd
Gad2,Gabra2
Gad2,Gabra3
Gad2,Gabrq
Gad2,Gabre
Gad2,Gabra4
Gad2,Gabra5
Gad2,Gabra6
Adgre5,Lpar2
Adgre5,Lpar3
Itgb1,Adgre5
Shmt1,Glra1
Shmt1,Glrb
Slc6a5,Glra1
Slc6a5,Glrb
Slc6a9,Glra1
Slc6a9,Glrb
Shmt2,Glra1
Shmt2,Glrb
Sftpd,Adgre5
Gast,Adgrg1
Flrt3,Adgrl1
Unc5a,Adgrl3
Nrxn2,Clstn2
Nt5e,Adora1
Slc29a1,Adora1
Slc29a2,Adora1
Slc29a3,Adora1
Slc29a4,Adora1
Nt5e,Adora2a
Slc29a1,Adora2a
Slc29a2,Adora2a
Slc29a3,Adora2a
Slc29a4,Adora2a
Nt5e,Adora2b
Slc29a1,Adora2b
Slc29a2,Adora2b
Slc29a3,Adora2b
Nrxn3,Clstn2
Slc29a4,Adora2b
Nt5e,Adora3
Slc29a1,Adora3
Slc29a2,Adora3
Slc29a3,Adora3
Slc29a4,Adora3
Pnmt,Adra1a
Slc18a1,Adra1a
Slc18a2,Adra1a
Dbh,Adra1a
Slc6a2,Adra1a
Pnmt,Adra1b
Slc18a1,Adra1b
Slc18a2,Adra1b
Dbh,Adra1b
Slc6a2,Adra1b
Pnmt,Adra1d
Slc18a1,Adra1d
Slc18a2,Adra1d
Dbh,Adra1d
Nrxn1,Clstn3
Slc6a2,Adra1d
Pnmt,Adra2a
Slc18a1,Adra2a
Slc18a2,Adra2a
Dbh,Adra2a
Slc6a2,Adra2a
Pnmt,Adra2b
Slc18a1,Adra2b
Slc18a2,Adra2b
Dbh,Adra2b
Slc6a2,Adra2b
Pnmt,Adra2c
Slc18a1,Adra2c
Slc18a2,Adra2c
Dbh,Adra2c
Slc6a2,Adra2c
Pnmt,Adrb1
Slc18a1,Adrb1
Nrxn2,Clstn3
Slc18a2,Adrb1
Dbh,Adrb1
Slc6a2,Adrb1
Pnmt,Adrb2
Slc18a1,Adrb2
Slc18a2,Adrb2
Dbh,Adrb2
Slc6a2,Adrb2
Pnmt,Adrb3
Slc18a1,Adrb3
Slc18a2,Adrb3
Dbh,Adrb3
Slc6a2,Adrb3
Chat,Chrm1
Slc10a4,Chrm1
Slc18a3,Chrm1
Slc5a7,Chrm1
Chat,Chrm2
Slc10a4,Chrm2
Slc18a3,Chrm2
Slc5a7,Chrm2
Chat,Chrm3
Slc10a4,Chrm3
Slc18a3,Chrm3
Slc5a7,Chrm3
Chat,Chrm4
Slc10a4,Chrm4
Slc18a3,Chrm4
Slc5a7,Chrm4
Chat,Chrm5
Slc10a4,Chrm5
Slc18a3,Chrm5
Slc5a7,Chrm5
Nrxn1,Clstn1
Nrxn2,Clstn1
Nrxn3,Clstn1
Nrxn1,Clstn2
Nrxn3,Clstn3
Ggt1,Cysltr1
Ggt5,Cysltr1
Dpep1,Cysltr1
Dpep2,Cysltr1
Dpep3,Cysltr1
Ggt1,Cysltr2
Ggt5,Cysltr2
Dpep1,Cysltr2
Dpep2,Cysltr2
Dpep3,Cysltr2
Ddc,Drd1
Slc18a1,Drd1
Slc18a2,Drd1
Slc6a3,Drd1
Ddc,Drd2
Slc18a1,Drd2
Slc18a2,Drd2
Slc6a3,Drd2
Ddc,Drd3
Slc18a1,Drd3
Slc18a2,Drd3
Slc6a3,Drd3
Ddc,Drd4
Slc18a1,Drd4
Slc18a2,Drd4
Slc6a3,Drd4
Ddc,Drd5
Slc18a1,Drd5
Slc18a2,Drd5
Slc6a3,Drd5
Tafa4,Fpr1
Ctsg,Fpr1
Alox12,Fpr2
Gad1,Gabbr1
Slc32a1,Gabbr1
Slc6a1,Gabbr1
Slc6a11,Gabbr1
Slc6a12,Gabbr1
Slc6a13,Gabbr1
Slc6a6,Gabbr1
Slc6a8,Gabbr1
Gad2,Gabbr1
Gad1,Gabbr2
Slc32a1,Gabbr2
Slc6a1,Gabbr2
Slc6a11,Gabbr2
Slc6a12,Gabbr2
Slc6a13,Gabbr2
Slc6a6,Gabbr2
Slc6a8,Gabbr2
Gad2,Gabbr2
Gls,Gria1
Slc17a6,Gria1
Slc17a7,Gria1
Slc17a8,Gria1
Slc1a1,Gria1
Slc1a2,Gria1
Slc1a3,Gria1
Slc1a6,Gria1
Slc1a7,Gria1
Gls2,Gria1
Gls,Gria2
Slc17a6,Gria2
Slc17a7,Gria2
Slc17a8,Gria2
Slc1a1,Gria2
Slc1a2,Gria2
Slc1a3,Gria2
Slc1a6,Gria2
Slc1a7,Gria2
Gls2,Gria2
Gls,Gria3
Slc17a6,Gria3
Slc17a7,Gria3
Slc17a8,Gria3
Slc1a1,Gria3
Slc1a2,Gria3
Slc1a3,Gria3
Slc1a6,Gria3
Slc1a7,Gria3
Gls2,Gria3
Gls,Gria4
Slc17a6,Gria4
Slc17a7,Gria4
Slc17a8,Gria4
Slc1a1,Gria4
Slc1a2,Gria4
Slc1a3,Gria4
Slc1a6,Gria4
Slc1a7,Gria4
Gls2,Gria4
Cbln1,Grid2
Nrxn1,Grid2
Gls,Grik1
Slc17a6,Grik1
Slc17a7,Grik1
Slc17a8,Grik1
Slc1a1,Grik1
Slc1a2,Grik1
Slc1a3,Grik1
Slc1a6,Grik1
Slc1a7,Grik1
Gls2,Grik1
Gls,Grik2
Slc17a6,Grik2
Slc17a7,Grik2
Slc17a8,Grik2
Slc1a1,Grik2
Slc1a2,Grik2
Slc1a3,Grik2
Slc1a6,Grik2
Slc1a7,Grik2
Gls2,Grik2
Gls,Grik3
Slc17a6,Grik3
Slc17a7,Grik3
Slc17a8,Grik3
Slc1a1,Grik3
Slc1a2,Grik3
Slc1a3,Grik3
Slc1a6,Grik3
Slc1a7,Grik3
Gls2,Grik3
Gls,Grm1
Slc17a6,Grm1
Slc17a7,Grm1
Slc17a8,Grm1
Slc1a1,Grm1
Slc1a2,Grm1
Slc1a3,Grm1
Slc1a6,Grm1
Slc1a7,Grm1
Gls2,Grm1
Gls,Grm2
Slc17a6,Grm2
Slc17a7,Grm2
Slc17a8,Grm2
Slc1a1,Grm2
Slc1a2,Grm2
Slc1a3,Grm2
Slc1a6,Grm2
Slc1a7,Grm2
Gls2,Grm2
Gls,Grm3
Slc17a6,Grm3
Slc17a7,Grm3
Slc17a8,Grm3
Slc1a1,Grm3
Slc1a2,Grm3
Slc1a3,Grm3
Slc1a6,Grm3
Slc1a7,Grm3
Gls2,Grm3
Gls,Grm4
Slc17a6,Grm4
Slc17a7,Grm4
Slc17a8,Grm4
Slc1a1,Grm4
Slc1a2,Grm4
Slc1a3,Grm4
Slc1a6,Grm4
Slc1a7,Grm4
Gls2,Grm4
Gls,Grm5
Slc17a6,Grm5
Slc17a7,Grm5
Slc17a8,Grm5
Slc1a1,Grm5
Slc1a2,Grm5
Slc1a3,Grm5
Slc1a6,Grm5
Slc1a7,Grm5
Gls2,Grm5
Gls,Grm6
Slc17a6,Grm6
Slc17a7,Grm6
Slc17a8,Grm6
Slc1a1,Grm6
Slc1a2,Grm6
Slc1a3,Grm6
Slc1a6,Grm6
Slc1a7,Grm6
Gls2,Grm6
Gls,Grm7
Slc17a6,Grm7
Slc17a7,Grm7
Slc17a8,Grm7
Slc1a1,Grm7
Slc1a2,Grm7
Slc1a3,Grm7
Slc1a6,Grm7
Slc1a7,Grm7
Gls2,Grm7
Gls,Grm8
Slc17a6,Grm8
Slc17a7,Grm8
Slc17a8,Grm8
Slc1a1,Grm8
Slc1a2,Grm8
Slc1a3,Grm8
Slc1a6,Grm8
Slc1a7,Grm8
Gls2,Grm8
