names,scores,logfoldchanges,pvals,pvals_adj,rank
Eps8,13.778057,-9.479177,3.4544639309496444e-43,1.1752541050404949e-42,1000
Pxn,8.201323,-9.516948,2.377567784531852e-16,6.260230591731901e-16,1001
Or6c205,7.847463,-9.582864,4.245369010538698e-15,1.1007668649608627e-14,1002
Ano1,-8.645866,-9.591994,5.3398510410105485e-18,1.4364266192883518e-17,1003
Il11ra2,-12.361188,-9.645379,4.2384492355974273e-35,1.3478245745025152e-34,1004
Flot1,18.85727,-9.957095,2.561145017055248e-79,1.117620662254979e-78,1005
Il18,-7.581268,-9.9898815,3.421942897745753e-14,8.74212775120619e-14,1006
Psen1,13.19065,-10.100799,9.932556950133793e-40,3.2887149946609237e-39,1007
Vps35,17.284168,-10.168079,6.190700890467905e-67,2.4924245054328e-66,1008
Cd14,-6.6106844,-10.229513,3.8254765207802014e-11,9.33005481645319e-11,1009
Traf3ip2,-6.0454793,-10.253746,1.489663446829032e-09,3.534639907337877e-09,1010
Dnm3,2.9438007,-10.371904,0.0032420871235134,0.0064516714359318,1011
Prl8a1,5.129783,-10.57931,2.9007631323530097e-07,6.559345773435807e-07,1012
Med30,19.24837,-10.637138,1.4567677744264297e-82,6.482726375231102e-82,1013
Arrb2,-4.6924157,-10.753137,2.6999798806691025e-06,5.969320924867547e-06,1014
Trem2,-5.227628,-10.753677,1.7169809857564554e-07,3.904197907638932e-07,1015
Tcn2,16.797407,-10.759777,2.549479752090187e-63,1.0041897819596849e-62,1016
Pear1,10.44884,-10.868564,1.4832773140476414e-25,4.3351266314178835e-25,1017
Ncoa7,14.537745,-10.873794,6.985521796267208e-48,2.472726065482207e-47,1018
Adgre5,17.165644,-10.8776865,4.801263680860447e-66,1.9238447736319696e-65,1019
Taf7,10.924493,-10.951021,8.803072177015361e-28,2.62480898628225e-27,1020
Gnb1,13.140974,-10.988493,1.9174201269846777e-39,6.327379270676876e-39,1021
Spred2,5.9544415,-11.091275,2.609615032410038e-09,6.1647881468704395e-09,1022
Lpar6,3.263011,-11.17547,0.0011023521430479,0.0022420061969119,1023
Ackr2,-10.37314,-11.225601,3.2854786282585303e-25,9.569209701368034e-25,1024
Tie1,-3.758277,-11.236478,0.0001710874379228,0.0003588081657797,1025
S1pr2,14.118486,-11.258363,2.9220076473521617e-45,1.0115893688715435e-44,1026
Arhgef1,16.761047,-11.273207,4.7027164370952555e-63,1.847685711254608e-62,1027
Mfsd6,-3.742631,-11.326893,0.0001821035675387,0.0003816064912023,1028
Cd40,-8.214957,-11.340264,2.1223941027981927e-16,5.593336059600146e-16,1029
Vmn2r97,-5.1910872,-11.380709,2.090694974524612e-07,4.745753026450688e-07,1030
Dnm1,5.8601246,-11.48341,4.625205056591602e-09,1.0865436960890128e-08,1031
Caprin2,4.022611,-11.534432,5.7556435722580245e-05,0.0001226136876085,1032
Serpine2,-10.527193,-11.576986,6.473616667298171e-26,1.8969519823626111e-25,1033
P2ry2,-7.222468,-11.681827,5.105240368890841e-13,1.2849321550726749e-12,1034
Ldlr,3.7727778,-11.719094,0.0001614400884404,0.0003388870774986,1035
Ensa,17.006306,-11.726408,7.374463059640312e-65,2.9290767097992904e-64,1036
Unc93b1,17.975185,-11.803723,3.048415419377751e-72,1.2692864555106972e-71,1037
Gab2,5.804606,-11.819345,6.451746774118411e-09,1.512022130682121e-08,1038
Fermt2,16.860203,-12.037458,8.828594730885529e-64,3.484963839208674e-63,1039
Or2y1,8.999857,-12.109407,2.2601122512363563e-19,6.193284395180275e-19,1040
Gpnmb,-5.243648,-12.135821,1.574323360679358e-07,3.582226384992497e-07,1041
Ptgfr,-3.194506,-12.162807,0.001400703646262,0.002835620571508,1042
H2-M3,10.821278,-12.229857,2.729457507953074e-27,8.09651083704126e-27,1043
Psmc5,7.744898,-12.260706,9.56587237117412e-15,2.4659551596584508e-14,1044
Ifngr2,18.53711,-12.304865,1.0364591696136592e-76,4.4440374016054166e-76,1045
Kcna5,-6.392741,-12.357735,1.6293795700439014e-10,3.9353348490804703e-10,1046
Abhd12,13.1633625,-12.55499,1.4259618047707687e-39,4.7128366853911185e-39,1047
Sh2b3,7.2995753,-12.666413,2.8867691931075613e-13,7.291314703848769e-13,1048
Or1j10,10.871637,-12.753119,1.5735107928973052e-27,4.6810955212880655e-27,1049
Bmp2,-11.794785,-12.797658,4.1526110729792575e-32,1.2892853069774322e-31,1050
Stx12,18.910505,-12.81306,9.345698185214892e-80,4.085024737841618e-79,1051
Srebf1,2.4825747,-12.901182,0.0130436715755555,0.0251022133197162,1052
Nr2f2,17.769867,-13.085673,1.2097819773018415e-70,4.9775753502607215e-70,1053
Med25,13.258849,-13.438926,4.010025808467617e-40,1.332219685257575e-39,1054
Rarg,15.197714,-13.522653,3.6617730137023624e-52,1.3372718051432202e-51,1055
Prrt1,-10.838261,-13.582631,2.2673980179809768e-27,6.733493661394098e-27,1056
Ccrl2,-8.824826,-13.586146,1.096302017669328e-18,2.9792625355921767e-18,1057
Gas6,14.125226,-14.002196,2.6554550069087393e-45,9.195792804308949e-45,1058
Pkd1,14.671752,-14.113721,9.778676488078804e-49,3.483893172321409e-48,1059
Gna11,15.207716,-14.196221,3.143197895291288e-52,1.1480667617856118e-51,1060
Sigmar1,11.142179,-14.389314,7.818322308190062e-29,2.350771273443959e-28,1061
Ahsg,-7.4308443,-14.432489,1.0790670826003745e-13,2.740125086874161e-13,1062
Vmn2r124,6.571767,-14.500333,4.9721619320226606e-11,1.2096759398115901e-10,1063
Ubxn2a,7.275018,-14.610975,3.463743128986214e-13,8.738339896377589e-13,1064
Tex264,11.634733,-14.688259,2.7444769858933454e-31,8.450956965687226e-31,1065
Lepr,-6.406898,-14.716509,1.4851016209155107e-10,3.5905409813352385e-10,1066
Lifr,-2.9864407,-14.721508,0.0028224568527617,0.0056337040154712,1067
Cnpy3,7.387612,-14.977476,1.49489617980384e-13,3.79198267430697e-13,1068
Sema4c,-4.2926955,-15.066279,1.7651696080149837e-05,3.8136898665436685e-05,1069
Aplnr,-3.1802917,-15.103387,0.0014712689771559,0.002975924345727,1070
Pik3ip1,4.7912707,-15.107598,1.6572817558482823e-06,3.68716702975344e-06,1071
Trdn,-6.1312704,-15.131109,8.718020577579395e-10,2.0781952171056904e-09,1072
Cct5,2.439471,-15.150761,0.0147087862706998,0.0282147344892157,1073
Tmem219,17.622602,-15.150914,1.652259570146662e-69,6.74408558949962e-69,1074
Dnaja3,5.0474524,-15.188221,4.477398975764432e-07,1.0093590494992525e-06,1075
Stx7,14.205521,-15.191118,8.467099214037527e-46,2.9424944907279745e-45,1076
Tsnax,16.273043,-15.21474,1.533447301786887e-59,5.886812728020161e-59,1077
Tgfbr2,12.292237,-15.311368,9.970774254514084e-35,3.1613377002131168e-34,1078
Agtrap,5.586458,-15.45165,2.3174732509429783e-08,5.3762557120923275e-08,1079
Trim24,12.942,-15.493741,2.6074957951395184e-38,8.521258740590836e-38,1080
Tspan12,7.03988,-15.503705,1.9240568419053147e-12,4.793097095828458e-12,1081
Ncoa1,2.6215699,-15.555639,0.008752584603367,0.0170132324651195,1082
Hikeshi,12.074534,-15.560988,1.4397664119406649e-33,4.5230379593630065e-33,1083
Lsr,-15.826627,-15.685943,2.038602860791917e-56,7.678813295290364e-56,1084
Cd93,-3.0177083,-15.732901,0.0025469391839535,0.0050928003440419,1085
Ncoa3,5.444746,-16.048426,5.187940275632177e-08,1.1932262633954005e-07,1086
Csf1,13.464235,-16.120853,2.5393472997120025e-41,8.510488445870774e-41,1087
Il15,-7.6992393,-16.21607,1.3687887036617831e-14,3.520104297136089e-14,1088
Adipor1,17.250578,-16.318602,1.1078722381637914e-66,4.455064715299101e-66,1089
Chn1,-2.7855656,-16.367727,0.0053434438316189,0.0105146190225484,1090
Reck,-6.1853557,-16.508078,6.196267416583952e-10,1.4806477758940772e-09,1091
Dag1,10.566127,-16.679625,4.2780014572345526e-26,1.2559119117740166e-25,1092
Stx2,5.4627585,-16.754187,4.6879196610521306e-08,1.0790620767268797e-07,1093
Adgrl4,-2.7603462,-16.904,0.0057740158571967,0.0113448701183532,1094
Dpp4,-18.181988,-17.102716,7.168736839802878e-74,3.0184087859711906e-73,1095
Dnm2,9.698125,-17.159943,3.0709047950922097e-22,8.687166726332107e-22,1096
Igsf8,8.265921,-17.223495,1.3862031160737738e-16,3.662994049085872e-16,1097
Il15ra,-8.974149,-17.290083,2.8555186651643295e-19,7.811257254180269e-19,1098
Rtn4rl1,-8.864869,-17.299181,7.659400680911241e-19,2.0860452379085024e-18,1099
Pik3r1,11.377958,-17.492062,5.384563671371308e-30,1.640298922897365e-29,1100
Vmn1r227,4.832295,-17.567993,1.3496804505908377e-06,3.0084742779471716e-06,1101
Alkal2,-13.132393,-17.612017,2.1476253135402532e-39,7.086053573283186e-39,1102
Hsd17b10,10.682032,-17.718983,1.2353857060670115e-26,3.646263371611756e-26,1103
Clptm1,10.406758,-17.74608,2.30951768215687e-25,6.738280282883823e-25,1104
Ccdc62,9.319209,-17.75332,1.1721073760021603e-20,3.2610539845167295e-20,1105
H2-Eb1,-2.4814727,-17.831142,0.0130840746560219,0.025177916696529,1106
Tcf7l2,6.40679,-17.93029,1.486157022526501e-10,3.5927249031929675e-10,1107
Npr1,-17.51333,-17.988281,1.1336315567836107e-68,4.607279938538485e-68,1108
Or2h2,9.24379,-18.120611,2.379189328750923e-20,6.60075535992783e-20,1109
Cpne3,12.627088,-18.282194,1.4971765449353988e-36,4.824666735050348e-36,1110
Ddt,16.496546,-18.34338,3.8849422737270886e-61,1.506834506530502e-60,1111
Itpr1,5.7198477,-19.268816,1.0661946255538542e-08,2.4900715098089368e-08,1112
Socs2,17.053883,-19.371794,3.270680317018518e-65,1.3025921390708883e-64,1113
Tm2d1,9.034449,-19.379477,1.6483156291016641e-19,4.526257088469008e-19,1114
Ptpa,7.1342983,-19.60236,9.72821990216605e-13,2.4365420666850198e-12,1115
Tslp,-9.067398,-19.649403,1.21892646986052e-19,3.3514447846089325e-19,1116
Snx17,8.372,-19.951538,5.66486286291609e-17,1.5044943297159992e-16,1117
Grap,-16.720757,-19.95801,9.253831459944396e-63,3.629167406862802e-62,1118
Mill2,-11.098268,-20.019201,1.2789909987710254e-28,3.8407127360755646e-28,1119
Kitl,-5.153543,-20.037222,2.556107135499551e-07,5.789969950866406e-07,1120
Cxcr2,3.1769145,-20.20915,0.001488508862016,0.0030079620009992,1121
Il6ra,-18.54548,-20.294903,8.870268602765047e-77,3.8081536653201225e-76,1122
Arrb1,-17.049923,-20.343918,3.499944749895757e-65,1.3934298826443227e-64,1123
Cnrip1,10.910575,-20.443132,1.0260569778382475e-27,3.05784656491512e-27,1124
Plxdc1,-18.380842,-20.482056,1.8703926579305182e-75,7.961893129028071e-75,1125
Bmp6,-9.3145,-20.731344,1.2252822768610033e-20,3.4077937903842886e-20,1126
Lynx1,-2.646851,-20.868414,0.0081245107134283,0.0158132059625816,1127
Rchy1,8.864802,-20.871996,7.663970311582391e-19,2.0870491437616752e-18,1128
Asah1,7.7029133,-20.951105,1.3299853443259566e-14,3.4206863913679694e-14,1129
Icosl,-20.053297,-21.008179,1.889014220657687e-89,8.731977476742706e-89,1130
P2ry14,-4.7839484,-21.215183,1.7188487378831992e-06,3.821623309256311e-06,1131
Calcrl,-7.8616524,-21.275246,3.7909859674031666e-15,9.839235197893662e-15,1132
Pik3r2,3.0429358,-21.323717,0.0023428231252859,0.0046925994269803,1133
Prkn,-14.485697,-21.969944,1.492017284959349e-47,5.257001832939256e-47,1134
Rnf6,7.3790994,-22.280205,1.5936389217802616e-13,4.042021364906213e-13,1135
Ntf3,-15.520296,-22.591341,2.5288189475350474e-54,9.375801657467487e-54,1136
Snx1,6.813196,-22.772097,9.545387219038845e-12,2.3506212625199805e-11,1137
Acvrl1,12.986826,-22.932144,1.4532992164376087e-38,4.75791833561646e-38,1138
Cxcl16,16.391085,-23.171286,2.2145523985539839e-60,8.547376177490793e-60,1139
Adgrd1,-9.147175,-23.340414,5.84419013531777e-20,1.6134363626267068e-19,1140
Cflar,10.925521,-23.444836,8.703986753527022e-28,2.596247898788506e-27,1141
Cr1l,9.126643,-23.760788,7.065613573006549e-20,1.9481365496438393e-19,1142
Icam2,-6.0700693,-23.767942,1.2785504704815435e-09,3.038293829300255e-09,1143
Gfra1,-13.652659,-23.873638,1.9464428579932592e-42,6.584122404218642e-42,1144
C1qbp,5.455047,-23.906284,4.8959799426214646e-08,1.1266238891832597e-07,1145
Cdh5,-5.371957,-24.123875,7.788677557697076e-08,1.784618804834248e-07,1146
Irak1,5.0666127,-24.704697,4.049571733831537e-07,9.136969521906078e-07,1147
Cd300lg,-5.5366406,-24.74142,3.0832827470640665e-08,7.130430954415539e-08,1148
Rspo1,-15.807303,-24.778423,2.7707294940379575e-56,1.0423220477571363e-55,1149
H2-T23,11.511071,-25.000937,1.1602776350875264e-30,3.5565686501949735e-30,1150
Mia2,8.347476,-25.10482,6.973713702296718e-17,1.8498157367989984e-16,1151
Ltbp1,2.2746167,-25.427992,0.0229289281535921,0.0434082080561031,1152
Lrrc32,-3.88125,-25.789425,0.0001039210197902,0.0002197599291373,1153
Bcam,-3.7692688,-25.874937,0.0001637265769552,0.0003435843527238,1154
Fgfr1,9.194058,-25.932287,3.782918872707659e-20,1.0469399729610734e-19,1155
Zbtb16,-24.024284,-25.979418,1.5505183213903062e-127,8.838029263890064e-127,1156
Mrgprf,-16.718098,-26.194073,9.675741319938112e-63,3.794002086956477e-62,1157
Ptpra,4.73951,-26.27766,2.142355335092055e-06,4.7507111688142536e-06,1158
Dab2,3.3234088,-26.541212,0.0008892451197951,0.0018175009928771,1159
Vamp8,6.770567,-26.721472,1.2827855542930214e-11,3.1530361683616504e-11,1160
Icam1,-9.477837,-27.128948,2.5960914190774496e-21,7.270841286462939e-21,1161
Snw1,2.3590882,-27.26864,0.0183199048985135,0.0349204707559544,1162
Lgals3,9.750852,-27.588125,1.8292790096756632e-22,5.184713161452946e-22,1163
Ret,-24.47871,-27.708458,2.490179482866997e-132,1.450925741608321e-131,1164
Arrdc3,-7.995849,-27.712603,1.2868386481735656e-15,3.3609482207549527e-15,1165
Kdr,-8.674918,-27.741983,4.138496117784688e-18,1.1151656034473205e-17,1166
Ptgir,-19.307775,-28.564518,4.620441823911455e-83,2.0631277187639407e-82,1167
Cxadr,-14.354341,-28.5677,1.0007334889329907e-46,3.5024930718752665e-46,1168
Tacc1,9.204847,-28.584803,3.421565166282707e-20,9.473776906899992e-20,1169
Arhgef12,8.795693,-29.269365,1.4216716804969724e-18,3.855931423242506e-18,1170
Apbb1ip,-3.2481039,-29.64041,0.0011617687419517,0.0023604111004336,1171
Cd2ap,18.188429,-30.484587,6.374141288293022e-74,2.685278961490449e-73,1172
Fyn,-2.592466,-30.608599,0.0095290561791087,0.0184875429984991,1173
P2ry1,-25.672895,-30.78037,2.347404019817337e-145,1.468433007206179e-144,1174
Antxr2,-13.620876,-31.58794,3.009345801650404e-42,1.0154822454397739e-41,1175
Mesd,-2.7808447,-31.951857,0.0054217657198848,0.0106669605255205,1176
Hfe,-18.952127,-32.023006,4.2408096580915056e-80,1.857447894192091e-79,1177
Ap2m1,-8.704191,-32.043224,3.1984725840048794e-18,8.638362783761636e-18,1178
Tex261,-3.85421,-32.318306,0.0001161039189547,0.000245018374844,1179
Vamp3,3.6060774,-32.43918,0.0003108604840498,0.0006464901825797,1180
Ang,-9.566851,-33.157524,1.1021162510593135e-21,3.0999152138928362e-21,1181
Lmbrd1,-4.472009,-33.306347,7.748812143687197e-06,1.6905393151014617e-05,1182
Creg1,19.430696,-33.808716,4.245566723653549e-84,1.9065500300270058e-83,1183
Rgma,-11.995343,-33.869625,3.758543339264737e-33,1.176836588239294e-32,1184
Itga6,-12.954742,-34.283825,2.208757771137219e-38,7.221185787132491e-38,1185
Fus,-11.265016,-34.45749,1.9531761137525634e-29,5.91032192966299e-29,1186
Aip,-5.365002,-35.60519,8.094826601321275e-08,1.8538675504150652e-07,1187
Pecam1,-10.9255085,-36.276596,8.705128412168205e-28,2.5962605836341557e-27,1188
Cav2,-2.7859535,-36.603336,0.0053370533920374,0.0105029191179968,1189
Nr1h3,-26.561144,-37.079372,1.9094968181934665e-155,1.2560352086479495e-154,1190
Lefty1,-24.155651,-37.93936,6.512524617926231e-129,3.739240252796196e-128,1191
Nsg1,-17.241423,-38.270294,1.2980166599266236e-66,5.215249451288786e-66,1192
H2-K1,9.363457,-38.704796,7.716949488249656e-21,2.1510746266455643e-20,1193
Hpgd,-16.768385,-38.72081,4.156599983581749e-63,1.6339332370142202e-62,1194
Vamp2,-7.761167,-40.13424,8.415151089457735e-15,2.1704988412762734e-14,1195
Rp9,-6.6811957,-40.244705,2.370006638844388e-11,5.7976311947124366e-11,1196
Calm3,-8.1501465,-40.27638,3.6348338693036623e-16,9.54512627313194e-16,1197
Wbp2,-14.298652,-40.775875,2.230890666040497e-46,7.784882319772873e-46,1198
Il17d,-20.451569,-40.91451,5.8174597854323505e-93,2.751035387221172e-92,1199
S1pr3,-10.0001135,-41.222195,1.5222267545679873e-23,4.353616438993877e-23,1200
Sdc4,10.669862,-41.420395,1.4083628700278656e-26,4.156289274478787e-26,1201
Arpp19,-12.262129,-42.76925,1.4464953106733491e-34,4.578274920730963e-34,1202
Fkbp4,-6.8343945,-43.41034,8.235211416534321e-12,2.0305211781832694e-11,1203
Anapc11,-13.278958,-44.28211,3.066290390864593e-40,1.0196937255048932e-39,1204
Abcc9,-11.285177,-44.785297,1.5532812908976254e-29,4.706266979514214e-29,1205
Nrxn2,-34.846504,-45.371124,4.8097691694394916e-266,5.015962805798245e-265,1206
Vti1b,-13.925382,-45.950745,4.441648386277654e-44,1.5222892706364546e-43,1207
Ddr2,-11.041027,-46.186558,2.422469706398288e-28,7.254203465369417e-28,1208
Egfl7,2.3792143,-46.206367,0.0173495915896035,0.0331270473638367,1209
Thra,-8.787027,-46.25232,1.5356927501230724e-18,4.1632730920070115e-18,1210
Tek,-27.574373,-47.812344,2.2584604354592308e-167,1.5690321748818382e-166,1211
Ghr,-9.350982,-48.15488,8.683793127918636e-21,2.419151756982735e-20,1212
Stub1,-17.15944,-49.145393,5.342629034152056e-66,2.1396785421448912e-65,1213
Aqp1,5.637516,-49.24069,1.7252046563796534e-08,4.0125107511169555e-08,1214
Flt3l,-31.441164,-49.289772,5.5436588106609314e-217,4.7530586122185794e-216,1215
Dusp3,-9.744669,-49.934834,1.9441173085655648e-22,5.506894705075813e-22,1216
Zbtb7a,-15.653352,-50.006134,3.1517529036012e-55,1.1761067193675188e-54,1217
Il10rb,-28.345886,-50.026794,9.406695366853727e-177,6.809548000626781e-176,1218
Nr3c1,-11.706989,-50.473778,1.1737316512173547e-31,3.62746504427648e-31,1219
Ifnar2,-11.242724,-50.85754,2.5149895485410586e-29,7.601608205513544e-29,1220
Tns2,-30.595236,-51.211582,1.4162839810878999e-205,1.1563789808944794e-204,1221
Dazap2,-16.383461,-51.348606,2.510439848173948e-60,9.686229933635549e-60,1222
Palm,-25.854904,-51.766964,2.1429456742340154e-147,1.3537983356801732e-146,1223
Ackr4,-23.122707,-53.496086,2.73676479145569e-118,1.4933037916141104e-117,1224
Gabarapl1,-26.26929,-54.251408,4.303606878164331e-152,2.7858453841907274e-151,1225
Sema3c,-33.98769,-54.60107,3.3868261358478397e-253,3.3543069247321523e-252,1226
Tmbim1,-27.684832,-54.637028,1.0633128542713527e-168,7.452971196066357e-168,1227
Lbp,-29.722342,-55.472744,3.950821708648761e-194,3.0708245995390716e-193,1228
Or10ag57,-8.410194,-55.971375,4.093329185558585e-17,1.0895709791760124e-16,1229
Or5m3b,11.779307,-56.209473,4.990149261075827e-32,1.5478964635045583e-31,1230
Fkbp1a,-14.329254,-58.102524,1.4365415672317498e-46,5.024810952107383e-46,1231
Sdcbp,-18.655523,-58.182858,1.1388092829589351e-77,4.914105603356414e-77,1232
Ccl2,7.8424854,-58.364395,4.4171580159903065e-15,1.1449323987238783e-14,1233
Kazald1,-25.21337,-58.464024,2.858191420847384e-140,1.740483102651097e-139,1234
Lpar1,-11.475236,-59.631702,1.7569766470579123e-30,5.377240914764828e-30,1235
Maf1,-27.550922,-59.678135,4.314078079188943e-167,2.9945000972236855e-166,1236
Tgfbr3,-43.876442,-59.772137,0.0,0.0,1237
Prnp,-18.340588,-60.050903,3.9253233181186943e-75,1.6673271371566568e-74,1238
Use1,-20.957615,-60.330074,1.5989998334157432e-97,7.771599807636476e-97,1239
Cav1,13.030903,-61.468307,8.163622580770205e-39,2.679351521194567e-38,1240
Nherf1,-5.807437,-61.970573,6.343642561720686e-09,1.4869820477364724e-08,1241
Nr1d1,-33.30787,-62.843857,2.9700310620673704e-243,2.825416984176132e-242,1242
Cmklr1,-46.04364,-64.423965,0.0,0.0,1243
Scp2,-17.44701,-65.365746,3.6273350684716318e-68,1.4714285016721347e-67,1244
Sumo2,-16.92956,-65.960175,2.7241001561689853e-64,1.0780025094466008e-63,1245
Colec12,-18.415634,-66.582054,9.84304169461486e-76,4.195281267926698e-75,1246
Rgmb,-40.148838,-66.80474,0.0,0.0,1247
Akap12,-26.005522,-67.59406,4.288940395814227e-149,2.7410460251495632e-148,1248
Jup,-38.622383,-68.767166,0.0,0.0,1249
Hmcn2,-53.347797,-70.79303,0.0,0.0,1250
H2-Q4,-17.275002,-72.39017,7.257165614933989e-67,2.9207958594369697e-66,1251
Eng,-12.609606,-72.958786,1.8692486076474975e-36,6.016285782973368e-36,1252
F3,-38.52136,-72.962166,0.0,0.0,1253
Bmp4,-38.64541,-73.534676,0.0,0.0,1254
Thbd,-47.427742,-73.641335,0.0,0.0,1255
Rora,-30.467285,-74.342964,7.071715875220512e-204,5.738268659862031e-203,1256
Nherf2,-24.915453,-74.51112,5.059932223601479e-137,3.018198460951781e-136,1257
Lamb1,-7.1431804,-75.74929,9.119596050227569e-13,2.2848321839459625e-12,1258
Stx4a,-37.08837,-76.7704,4.325988363689564e-301,5.068659282674166e-300,1259
Nmb,-37.47521,-77.91148,2.3344632181879087e-307,2.8005259358464502e-306,1260
Tnfsf12,-33.489105,-77.96377,6.944590516175594e-246,6.687247149718048e-245,1261
Cd74,-4.894691,-79.48129,9.84603786862055e-07,2.2032328580398448e-06,1262
Gnb2,-27.846245,-82.688324,1.1960165372486038e-170,8.420598100253136e-170,1263
Sqstm1,-35.948772,-85.96581,5.289881322183314e-283,5.836164722619901e-282,1264
Angptl2,-14.829705,-86.682915,9.41451389756632e-50,3.376047256329346e-49,1265
Ngf,-42.415646,-87.70536,0.0,0.0,1266
Igfbp5,-9.119971,-92.02999,7.514414825953065e-20,2.0711551062291406e-19,1267
Ccl11,-21.32741,-95.69884,6.321364097619526e-101,3.132304202850238e-100,1268
Cd55,-40.542934,-98.41444,0.0,0.0,1269
Cd36,-12.654672,-99.202126,1.0541581576112631e-36,3.4002826493152596e-36,1270
Clu,21.518648,-110.00992,1.0415671347636125e-102,5.1981528185614375e-102,1271
Ar,-52.567528,-110.88491,0.0,0.0,1272
Pgf,-60.402866,-111.07085,0.0,0.0,1273
Park7,-45.724834,-113.138245,0.0,0.0,1274
Psap,-31.837997,-114.809746,1.9297637609953512e-222,1.6970569545223825e-221,1275
Lama2,-43.59275,-119.31889,0.0,0.0,1276
Ccl19,-32.012577,-119.848236,7.287402326779069e-225,6.45912684280857e-224,1277
Vtn,-10.408106,-120.41332,2.277070755125704e-25,6.644433391825109e-25,1278
Adm,-28.23449,-123.29587,2.2069375812579138e-175,1.5888470773207311e-174,1279
Pdgfra,-54.36714,-128.63719,0.0,0.0,1280
Penk,-60.141552,-129.50497,0.0,0.0,1281
Efemp1,-62.7422,-136.52794,0.0,0.0,1282
S100a13,-53.968575,-136.91008,0.0,0.0,1283
Nbl1,-37.352108,-137.98787,2.3434002102880683e-305,2.7857803909015825e-304,1284
Nr4a1,-48.959736,-138.86168,0.0,0.0,1285
Cebpb,-35.318367,-145.97334,3.068746358191603e-273,3.2740224808872563e-272,1286
Scara5,-85.79228,-148.2678,0.0,0.0,1287
Ace,-60.735203,-150.1064,0.0,0.0,1288
Myoc,-57.285576,-153.03955,0.0,0.0,1289
Ddx5,-49.94143,-159.50467,0.0,0.0,1290
Enpp2,-83.99629,-160.93822,0.0,0.0,1291
Kcnj8,-22.991558,-168.22849,5.6621358330806935e-117,3.0668495875532924e-116,1292
Lrp1,-46.218224,-169.35674,0.0,0.0,1293
Cd47,-66.568596,-174.05685,0.0,0.0,1294
Lamc1,-44.79562,-176.72011,0.0,0.0,1295
Dbi,-30.93834,-177.88463,3.64597621160795e-210,3.036727929985592e-209,1296
Trf,-13.295701,-191.0307,2.4516537268726854e-40,8.158708464702692e-40,1297
Ly6e,-33.30529,-197.55708,3.236806447000738e-243,3.0779631676571827e-242,1298
Ly6c1,-31.024271,-199.40608,2.5374950294517334e-211,2.1224564479702342e-210,1299
Spon2,-59.76365,-208.54091,0.0,0.0,1300
Tspo,-59.06824,-217.9483,0.0,0.0,1301
Ifngr1,-79.71034,-226.59187,0.0,0.0,1302
Tcf21,-62.198776,-233.03229,0.0,0.0,1303
Axl,-69.05896,-250.87054,0.0,0.0,1304
Ackr3,-98.62884,-252.80289,0.0,0.0,1305
Atp5f1b,-33.65565,-257.37125,2.577536545515851e-248,2.5055140222892973e-247,1306
Ecm1,-45.55326,-288.6235,0.0,0.0,1307
Ramp2,-108.38609,-349.87103,0.0,0.0,1308
C3,-61.461052,-434.58005,0.0,0.0,1309
Lpl,-92.00065,-440.89316,0.0,0.0,1310
